imslp_title,composer_name,work_title,source_category,instrumentation_category,alternate_instrumentations,url,arrangement_count,arrangers
"Chamber Concerto in D major, RV 93 (Vivaldi, Antonio)","Vivaldi, Antonio","Chamber Concerto in D major, RV 93",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Chamber_Concerto_in_D_major%2C_RV_93_%28Vivaldi%2C_Antonio%29,2,Váša | 2 Goldau
"Chanson de Marguerite, Op.33 (Gobbaerts, Louis)","Gobbaerts, Louis","Chanson de Marguerite, Op.33",For guitar (arr),Solo,,https://imslp.org/wiki/Chanson_de_Marguerite%2C_Op.33_%28Gobbaerts%2C_Louis%29,1,Iparraguirre
"Chanson du midi (Roger, Victor)","Roger, Victor",Chanson du midi,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Chanson_du_midi_%28Roger%2C_Victor%29,0,
"Chanson espagnole (Croisez, Alexandre)","Croisez, Alexandre",Chanson espagnole,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Chanson_espagnole_%28Croisez%2C_Alexandre%29,0,
"Chanson à deux voix (Botte, Adolphe)","Botte, Adolphe",Chanson à deux voix,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chanson_%C3%A0_deux_voix_%28Botte%2C_Adolphe%29,1,2 Höger
"Chansons du comté de Nice (Sauter, Louis)","Sauter, Louis",Chansons du comté de Nice,For guitar (arr),Solo,,https://imslp.org/wiki/Chansons_du_comt%C3%A9_de_Nice_%28Sauter%2C_Louis%29,0,
"Chants d'Espagne, Op.232 (Albéniz, Isaac)","Albéniz, Isaac","Chants d'Espagne, Op.232",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Chants_d%27Espagne%2C_Op.232_%28Alb%C3%A9niz%2C_Isaac%29,5,Gwilt | García Fortea | Llobet | 2 Llobet | 2 Shorter
"Chapitres tournés en tous sens (Satie, Erik)","Satie, Erik",Chapitres tournés en tous sens,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chapitres_tourn%C3%A9s_en_tous_sens_%28Satie%2C_Erik%29,1,2 Goldau
"Che più foco (Arcadelt, Jacob)","Arcadelt, Jacob",Che più foco,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Che_pi%C3%B9_foco_%28Arcadelt%2C_Jacob%29,1,2 Höger
"Cherry-Buds (Keats, Frederick)","Keats, Frederick",Cherry-Buds,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Cherry-Buds_%28Keats%2C_Frederick%29,1,2 Höger
"Chi desia di saper (Caccini, Francesca)","Caccini, Francesca",Chi desia di saper,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Chi_desia_di_saper_%28Caccini%2C_Francesca%29,0,
"Chi non sà come altrui duo chiari lumi (Monte, Philippe de)","Monte, Philippe de",Chi non sà come altrui duo chiari lumi,For 3 guitars (arr),Trio,,https://imslp.org/wiki/Chi_non_s%C3%A0_come_altrui_duo_chiari_lumi_%28Monte%2C_Philippe_de%29,1,3 Höger
"Chi passa per questa strada (Ammerbach, Elias Nikolaus)","Ammerbach, Elias Nikolaus",Chi passa per questa strada,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chi_passa_per_questa_strada_%28Ammerbach%2C_Elias_Nikolaus%29,1,2 Höger
"Chi salira per me (Wert, Giaches de)","Wert, Giaches de",Chi salira per me,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chi_salira_per_me_%28Wert%2C_Giaches_de%29,1,2 Höger
"Chiar' angioletta, Ch.117 (Gabrieli, Giovanni)","Gabrieli, Giovanni","Chiar' angioletta, Ch.117",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Chiar%27_angioletta%2C_Ch.117_%28Gabrieli%2C_Giovanni%29,1,4 Höger
"Children's Album, Op.39 (Tchaikovsky, Pyotr)","Tchaikovsky, Pyotr","Children's Album, Op.39",For guitar (arr),Solo,,https://imslp.org/wiki/Children%27s_Album%2C_Op.39_%28Tchaikovsky%2C_Pyotr%29,1,León Egea
"Chiome d'oro, bel thesoro, SV 143 (Monteverdi, Claudio)","Monteverdi, Claudio","Chiome d'oro, bel thesoro, SV 143",For guitar (arr),Solo,,https://imslp.org/wiki/Chiome_d%27oro%2C_bel_thesoro%2C_SV_143_%28Monteverdi%2C_Claudio%29,1,Strong
"Choix de 12 Ouvertures for Guitar and Piano (Carulli, Ferdinando)","Carulli, Ferdinando",Choix de 12 Ouvertures for Guitar and Piano,"For guitar, piano (arr)",Guitar and Piano,,https://imslp.org/wiki/Choix_de_12_Ouvertures_for_Guitar_and_Piano_%28Carulli%2C_Ferdinando%29,0,
"Choix de Piéces favorites tirées d'Operas et Ballets (Fier, Jean Baptiste de)","Fier, Jean Baptiste de",Choix de Piéces favorites tirées d'Operas et Ballets,For guitar (arr),Solo,,https://imslp.org/wiki/Choix_de_Pi%C3%A9ces_favorites_tir%C3%A9es_d%27Operas_et_Ballets_%28Fier%2C_Jean_Baptiste_de%29,0,
"Choix des plus jolies Valses de Strauss et de Labitzki, Op.68 (Carcassi, Matteo)","Carcassi, Matteo","Choix des plus jolies Valses de Strauss et de Labitzki, Op.68",For guitar (arr),Solo,,https://imslp.org/wiki/Choix_des_plus_jolies_Valses_de_Strauss_et_de_Labitzki%2C_Op.68_%28Carcassi%2C_Matteo%29,0,
"Choral (Handel, George Frideric)","Handel, George Frideric",Choral,For guitar (arr),Solo,,https://imslp.org/wiki/Choral_%28Handel%2C_George_Frideric%29,1,Tárrega
"Choral Preludes, F.38 (Bach, Wilhelm Friedemann)","Bach, Wilhelm Friedemann","Choral Preludes, F.38",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Choral_Preludes%2C_F.38_%28Bach%2C_Wilhelm_Friedemann%29,1,2 Grayson
"Chorale Harmonisations, BWV 1-438 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Chorale Harmonisations, BWV 1-438",For guitar (arr),Solo,,https://imslp.org/wiki/Chorale_Harmonisations%2C_BWV_1-438_%28Bach%2C_Johann_Sebastian%29,1,Alink
"Chorale Prelude and Fugue on 'O Traurigkeit, o Herzeleid', WoO 7 (Brahms, Johannes)","Brahms, Johannes","Chorale Prelude and Fugue on 'O Traurigkeit, o Herzeleid', WoO 7",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Chorale_Prelude_and_Fugue_on_%27O_Traurigkeit%2C_o_Herzeleid%27%2C_WoO_7_%28Brahms%2C_Johannes%29,1,4 Höger
"Chorea Polonica (Cato, Diomedes)","Cato, Diomedes",Chorea Polonica,For guitar (arr),Solo,,https://imslp.org/wiki/Chorea_Polonica_%28Cato%2C_Diomedes%29,1,Apke
"Chorea rustica, f.169r (Besard, Jean-Baptiste)","Besard, Jean-Baptiste","Chorea rustica, f.169r",For guitar (arr),Solo,,https://imslp.org/wiki/Chorea_rustica%2C_f.169r_%28Besard%2C_Jean-Baptiste%29,1,Apke
"Christ Is Risen Again, T 280 (Byrd, William)","Byrd, William","Christ Is Risen Again, T 280",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Christ_Is_Risen_Again%2C_T_280_%28Byrd%2C_William%29,1,3 Höger
"Christ ist erstanden, BWV 627 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Christ ist erstanden, BWV 627",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Christ_ist_erstanden%2C_BWV_627_%28Bach%2C_Johann_Sebastian%29,1,4 Höger
"Christ lag in Todes Banden, BWV 625 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Christ lag in Todes Banden, BWV 625",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Christ_lag_in_Todes_Banden%2C_BWV_625_%28Bach%2C_Johann_Sebastian%29,1,4 Höger
"Christ lag in Todesbanden, Krebs-WV 503 (Krebs, Johann Ludwig)","Krebs, Johann Ludwig","Christ lag in Todesbanden, Krebs-WV 503",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Christ_lag_in_Todesbanden%2C_Krebs-WV_503_%28Krebs%2C_Johann_Ludwig%29,1,3 Höger
"Christ unser Herr zum Jordan kam, BuxWV 180 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Christ unser Herr zum Jordan kam, BuxWV 180",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Christ_unser_Herr_zum_Jordan_kam%2C_BuxWV_180_%28Buxtehude%2C_Dietrich%29,1,4 Höger
"Christe Redemptor, FVB 125 (Bull, John)","Bull, John","Christe Redemptor, FVB 125",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Christe_Redemptor%2C_FVB_125_%28Bull%2C_John%29,1,3 Goldau
"Christe qui lux es et dies, SSWV 151 (Scheidt, Samuel)","Scheidt, Samuel","Christe qui lux es et dies, SSWV 151",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Christe_qui_lux_es_et_dies%2C_SSWV_151_%28Scheidt%2C_Samuel%29,1,4 Höger
"Christmas Bells March (Wyman, Addison P.)","Wyman, Addison P.",Christmas Bells March,For guitar (arr),Solo,,https://imslp.org/wiki/Christmas_Bells_March_%28Wyman%2C_Addison_P.%29,1,Hayden
"Christum wir sollen loben schon, BWV 696 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Christum wir sollen loben schon, BWV 696",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Christum_wir_sollen_loben_schon%2C_BWV_696_%28Bach%2C_Johann_Sebastian%29,1,2 Höger
"Christus, der ist mein Leben, BWV 1112 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Christus, der ist mein Leben, BWV 1112",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Christus%2C_der_ist_mein_Leben%2C_BWV_1112_%28Bach%2C_Johann_Sebastian%29,1,4 Höger
"Christus, der ist mein Leben, P.376 (Pachelbel, Johann)","Pachelbel, Johann","Christus, der ist mein Leben, P.376",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Christus%2C_der_ist_mein_Leben%2C_P.376_%28Pachelbel%2C_Johann%29,1,3 Höger
"Chìo non t'ami cor mio (Agazzari, Agostino)","Agazzari, Agostino",Chìo non t'ami cor mio,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Ch%C3%ACo_non_t%27ami_cor_mio_%28Agazzari%2C_Agostino%29,1,2 Höger
"Ciacona in C major (Kerll, Johann Caspar)","Kerll, Johann Caspar",Ciacona in C major,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Ciacona_in_C_major_%28Kerll%2C_Johann_Caspar%29,1,2 Höger
"Cifras selectas de guitarra (Murcia, Santiago de)","Murcia, Santiago de",Cifras selectas de guitarra,For guitar (arr),Solo,,https://imslp.org/wiki/Cifras_selectas_de_guitarra_%28Murcia%2C_Santiago_de%29,1,Burghausen
"Cinc, un, treze (Machaut, Guillaume de)","Machaut, Guillaume de","Cinc, un, treze",For guitar (arr),Solo,,https://imslp.org/wiki/Cinc%2C_un%2C_treze_%28Machaut%2C_Guillaume_de%29,1,Smirnow
"Cirandas, W220 (Villa-Lobos, Heitor)","Villa-Lobos, Heitor","Cirandas, W220",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Cirandas%2C_W220_%28Villa-Lobos%2C_Heitor%29,1,2 Llobet
"Clarines y Trompetas (Sanz, Gaspar)","Sanz, Gaspar",Clarines y Trompetas,For guitar (arr),Solo,,https://imslp.org/wiki/Clarines_y_Trompetas_%28Sanz%2C_Gaspar%29,1,Apke
"Clarinet Duet in D minor, Op.6 No.2 (Crusell, Bernhard Henrik)","Crusell, Bernhard Henrik","Clarinet Duet in D minor, Op.6 No.2",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Clarinet_Duet_in_D_minor%2C_Op.6_No.2_%28Crusell%2C_Bernhard_Henrik%29,1,2 Höger
"Classical Inspiring and Inspired Guitar Licks (Olvera, Moises)","Olvera, Moises",Classical Inspiring and Inspired Guitar Licks,For guitar (arr),Solo,,https://imslp.org/wiki/Classical_Inspiring_and_Inspired_Guitar_Licks_%28Olvera%2C_Moises%29,0,
"Clavelitos (Valverde, Joaquín)","Valverde, Joaquín",Clavelitos,For guitar (arr),Solo,,https://imslp.org/wiki/Clavelitos_%28Valverde%2C_Joaqu%C3%ADn%29,1,Llobet
"Clavier-Übung I, Krebs-WV 500-512 (Krebs, Johann Ludwig)","Krebs, Johann Ludwig","Clavier-Übung I, Krebs-WV 500-512",For 2 guitars (arr),Duo,Trio,https://imslp.org/wiki/Clavier-%C3%9Cbung_I%2C_Krebs-WV_500-512_%28Krebs%2C_Johann_Ludwig%29,3,Höger | 2 Höger | 3 Höger
"Clavier-Übung II, Krebs-WV 800 (Krebs, Johann Ludwig)","Krebs, Johann Ludwig","Clavier-Übung II, Krebs-WV 800",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Clavier-%C3%9Cbung_II%2C_Krebs-WV_800_%28Krebs%2C_Johann_Ludwig%29,1,2 Höger
"Clavier-Übung III, Krebs-WV 801-806 (Krebs, Johann Ludwig)","Krebs, Johann Ludwig","Clavier-Übung III, Krebs-WV 801-806",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Clavier-%C3%9Cbung_III%2C_Krebs-WV_801-806_%28Krebs%2C_Johann_Ludwig%29,1,2 Höger
"Cobarde (Bassi, Antonio de)","Bassi, Antonio de",Cobarde,For guitar (arr),Solo,,https://imslp.org/wiki/Cobarde_%28Bassi%2C_Antonio_de%29,0,
"Coconut Samba (Galuza, Artiom)","Galuza, Artiom",Coconut Samba,For 3 guitars (arr),Trio,,https://imslp.org/wiki/Coconut_Samba_%28Galuza%2C_Artiom%29,1,3 Composer
"Colascione Sonatina (August, Peter)","August, Peter",Colascione Sonatina,For guitar (arr),Solo,,https://imslp.org/wiki/Colascione_Sonatina_%28August%2C_Peter%29,1,Smirnow
"Collected Transcriptions, 1996-2018 (Yates, Richard)","Yates, Richard","Collected Transcriptions, 1996-2018",For guitar (arr),Solo,Duo | Trio | Quartet,https://imslp.org/wiki/Collected_Transcriptions%2C_1996-2018_%28Yates%2C_Richard%29,0,
"Come Back to Erin (Barnard, Charlotte Alington)","Barnard, Charlotte Alington",Come Back to Erin,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Come_Back_to_Erin_%28Barnard%2C_Charlotte_Alington%29,0,
"Come I've Something Sweet to Sing You (Andrews, John C.)","Andrews, John C.",Come I've Something Sweet to Sing You,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Come_I%27ve_Something_Sweet_to_Sing_You_%28Andrews%2C_John_C.%29,0,
"Come and See Me (Hess, Carl)","Hess, Carl",Come and See Me,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Come_and_See_Me_%28Hess%2C_Carl%29,0,
"Come feme (Spinacino, Francesco)","Spinacino, Francesco",Come feme,For guitar (arr),Solo,,https://imslp.org/wiki/Come_feme_%28Spinacino%2C_Francesco%29,1,Gürtler
"Come lume di notte in alcun porto, LV 770 (Lassus, Orlande de)","Lassus, Orlande de","Come lume di notte in alcun porto, LV 770",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Come_lume_di_notte_in_alcun_porto%2C_LV_770_%28Lassus%2C_Orlande_de%29,1,4 Höger
"Come to the Mountain (Knight, Joseph Philip)","Knight, Joseph Philip",Come to the Mountain,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Come_to_the_Mountain_%28Knight%2C_Joseph_Philip%29,0,
"Comment, mon cueur, es-tu donc dispensé (Colin, Pierre)","Colin, Pierre","Comment, mon cueur, es-tu donc dispensé",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Comment%2C_mon_cueur%2C_es-tu_donc_dispens%C3%A9_%28Colin%2C_Pierre%29,1,4 Höger
"Complete Works for Guitar (Sychra, Andrei)","Sychra, Andrei",Complete Works for Guitar,For guitar (arr),Solo,,https://imslp.org/wiki/Complete_Works_for_Guitar_%28Sychra%2C_Andrei%29,1,"Sychra, Andrei"
"Compositions and Arrangements for the Guitar (Ferrer, Manuel Ygnacio)","Ferrer, Manuel Ygnacio",Compositions and Arrangements for the Guitar,For guitar (arr),Solo,Guitar and Voice,https://imslp.org/wiki/Compositions_and_Arrangements_for_the_Guitar_%28Ferrer%2C_Manuel_Ygnacio%29,0,
"Compositions for the Cetra, Op.4 (Marella, Giovanni Battista)","Marella, Giovanni Battista","Compositions for the Cetra, Op.4",For guitar (arr),Solo,,https://imslp.org/wiki/Compositions_for_the_Cetra%2C_Op.4_%28Marella%2C_Giovanni_Battista%29,1,Smirnow
"Concerto Espagnole, Op.20 (Van Hoorick, Geert)","Van Hoorick, Geert","Concerto Espagnole, Op.20",For guitar (arr),Solo,,https://imslp.org/wiki/Concerto_Espagnole%2C_Op.20_%28Van_Hoorick%2C_Geert%29,1,Lipovac
"Concerto Français pour guitare et orchestre symphonique (Mourey, Colette)","Mourey, Colette",Concerto Français pour guitare et orchestre symphonique,"For guitar, piano (arr)",Guitar and Piano,,https://imslp.org/wiki/Concerto_Fran%C3%A7ais_pour_guitare_et_orchestre_symphonique_%28Mourey%2C_Colette%29,0,
"Concerto des Quartes pour guitare et orchestre symphonique (Mourey, Colette)","Mourey, Colette",Concerto des Quartes pour guitare et orchestre symphonique,"For guitar, piano (arr)",Guitar and Piano,,https://imslp.org/wiki/Concerto_des_Quartes_pour_guitare_et_orchestre_symphonique_%28Mourey%2C_Colette%29,0,
"Concerto for 2 Mandolins in G major, RV 532 (Vivaldi, Antonio)","Vivaldi, Antonio","Concerto for 2 Mandolins in G major, RV 532",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Concerto_for_2_Mandolins_in_G_major%2C_RV_532_%28Vivaldi%2C_Antonio%29,2,Nachbaur | 2 Nesyba
"Concerto for 4 Violins, TWV 40:201 (Telemann, Georg Philipp)","Telemann, Georg Philipp","Concerto for 4 Violins, TWV 40:201",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Concerto_for_4_Violins%2C_TWV_40%3A201_%28Telemann%2C_Georg_Philipp%29,1,4 Höger
"Concerto for 4 Violins, TWV 40:203 (Telemann, Georg Philipp)","Telemann, Georg Philipp","Concerto for 4 Violins, TWV 40:203",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Concerto_for_4_Violins%2C_TWV_40%3A203_%28Telemann%2C_Georg_Philipp%29,1,4 Höger
"Concerto grosso in D major, Op.6 No.4 (Corelli, Arcangelo)","Corelli, Arcangelo","Concerto grosso in D major, Op.6 No.4",For guitar (arr),Solo,,https://imslp.org/wiki/Concerto_grosso_in_D_major%2C_Op.6_No.4_%28Corelli%2C_Arcangelo%29,1,Alink
"Concerto in B minor, RV 580 (Vivaldi, Antonio)","Vivaldi, Antonio","Concerto in B minor, RV 580",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Concerto_in_B_minor%2C_RV_580_%28Vivaldi%2C_Antonio%29,1,2 Chakravorty
"Conde claros (Mudarra, Alonso)","Mudarra, Alonso",Conde claros,For guitar (arr),Solo,,https://imslp.org/wiki/Conde_claros_%28Mudarra%2C_Alonso%29,1,Nesyba
"Conde claros (Narváez, Luys de)","Narváez, Luys de",Conde claros,For guitar (arr),Solo,,https://imslp.org/wiki/Conde_claros_%28Narv%C3%A1ez%2C_Luys_de%29,1,Apke
"Confidências (Nazareth, Ernesto)","Nazareth, Ernesto",Confidências,For guitar (arr),Solo,,https://imslp.org/wiki/Confid%C3%AAncias_%28Nazareth%2C_Ernesto%29,1,Alink
"Confirma hoc, Deus (Aichinger, Gregor)","Aichinger, Gregor","Confirma hoc, Deus",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Confirma_hoc%2C_Deus_%28Aichinger%2C_Gregor%29,1,4 Höger
"Congratulamini mihi, PdPWV Mot025 (Palestrina, Giovanni Pierluigi da)","Palestrina, Giovanni Pierluigi da","Congratulamini mihi, PdPWV Mot025",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Congratulamini_mihi%2C_PdPWV_Mot025_%28Palestrina%2C_Giovanni_Pierluigi_da%29,1,2 Höger
"Consolations, S.172 (Liszt, Franz)","Liszt, Franz","Consolations, S.172",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Consolations%2C_S.172_%28Liszt%2C_Franz%29,1,2 Torrellas
"Consort Music for 4 Guitars (Dowland, John)","Dowland, John",Consort Music for 4 Guitars,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Consort_Music_for_4_Guitars_%28Dowland%2C_John%29,1,"4 Dowland, John"
"Consuelito (Zabalza, Dámaso)","Zabalza, Dámaso",Consuelito,For guitar (arr),Solo,,https://imslp.org/wiki/Consuelito_%28Zabalza%2C_D%C3%A1maso%29,1,Borrero
"Contrapunto 1 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 1,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_1_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 10 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 10,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_10_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 2 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 2,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_2_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 3 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 3,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_3_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 4 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 4,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_4_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 5 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 5,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_5_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 6 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 6,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_6_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 7 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 7,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_7_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 8 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 8,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_8_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Contrapunto 9 (Galilei, Vincenzo)","Galilei, Vincenzo",Contrapunto 9,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Contrapunto_9_%28Galilei%2C_Vincenzo%29,1,2 Höger
"Convent Bells Reverie (Bollman, Henry)","Bollman, Henry",Convent Bells Reverie,For guitar (arr),Solo,,https://imslp.org/wiki/Convent_Bells_Reverie_%28Bollman%2C_Henry%29,1,Foden
"Coppia real (Vecchi, Orazio)","Vecchi, Orazio",Coppia real,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Coppia_real_%28Vecchi%2C_Orazio%29,1,4 Höger
"Coquette (Albert, Charles d')","Albert, Charles d'",Coquette,For guitar (arr),Solo,,https://imslp.org/wiki/Coquette_%28Albert%2C_Charles_d%27%29,1,Ballard
"Coranto, MB 39 (Gibbons, Orlando)","Gibbons, Orlando","Coranto, MB 39",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Coranto%2C_MB_39_%28Gibbons%2C_Orlando%29,1,2 Höger
"Corenta, ms.40153, f.15v (Garsi, Ascanio)","Garsi, Ascanio","Corenta, ms.40153, f.15v",For guitar (arr),Solo,,https://imslp.org/wiki/Corenta%2C_ms.40153%2C_f.15v_%28Garsi%2C_Ascanio%29,1,Apke
"Corenta, ms.40153, f.4v (Garsi da Parma, Santino)","Garsi da Parma, Santino","Corenta, ms.40153, f.4v",For guitar (arr),Solo,,https://imslp.org/wiki/Corenta%2C_ms.40153%2C_f.4v_%28Garsi_da_Parma%2C_Santino%29,1,Apke
"Coriente (Sanz, Gaspar)","Sanz, Gaspar",Coriente,For guitar (arr),Solo,,https://imslp.org/wiki/Coriente_%28Sanz%2C_Gaspar%29,1,Apke
"Cornet in D minor, Cocquiel 347 (La Fosse, Jacob)","La Fosse, Jacob","Cornet in D minor, Cocquiel 347",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Cornet_in_D_minor%2C_Cocquiel_347_%28La_Fosse%2C_Jacob%29,1,4 Höger
"Corrente & Spezzata (Gianoncelli, Bernardo)","Gianoncelli, Bernardo",Corrente & Spezzata,For guitar (arr),Solo,,https://imslp.org/wiki/Corrente_%26_Spezzata_%28Gianoncelli%2C_Bernardo%29,1,Apke
"Corrente (Calvi, Carlo)","Calvi, Carlo",Corrente,For guitar (arr),Solo,,https://imslp.org/wiki/Corrente_%28Calvi%2C_Carlo%29,1,Marieh
"Cosi mi guida amore (Arcadelt, Jacob)","Arcadelt, Jacob",Cosi mi guida amore,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Cosi_mi_guida_amore_%28Arcadelt%2C_Jacob%29,0,
"Country Club (Joplin, Scott)","Joplin, Scott",Country Club,For guitar (arr),Solo,,https://imslp.org/wiki/Country_Club_%28Joplin%2C_Scott%29,1,Manger
"Couranta I, MT 20 (Posch, Isaac)","Posch, Isaac","Couranta I, MT 20",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Couranta_I%2C_MT_20_%28Posch%2C_Isaac%29,1,4 Höger
"Couranta V, MT 5 (Posch, Isaac)","Posch, Isaac","Couranta V, MT 5",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Couranta_V%2C_MT_5_%28Posch%2C_Isaac%29,1,4 Höger
"Courante (Adriaenssen, Emanuel)","Adriaenssen, Emanuel",Courante,For guitar (arr),Solo,,https://imslp.org/wiki/Courante_%28Adriaenssen%2C_Emanuel%29,1,Marieh
