imslp_title,composer_name,work_title,source_category,instrumentation_category,alternate_instrumentations,url,arrangement_count,arrangers
"La Canobbia à 4 (Canale, Floriano)","Canale, Floriano",La Canobbia à 4,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Canobbia_%C3%A0_4_%28Canale%2C_Floriano%29,1,4 Höger
"La Catena d'Amore (Negri, Cesare)","Negri, Cesare",La Catena d'Amore,For guitar (arr),Solo,,https://imslp.org/wiki/La_Catena_d%27Amore_%28Negri%2C_Cesare%29,1,Apke
"La Cavalleria de Napoles (Sanz, Gaspar)","Sanz, Gaspar",La Cavalleria de Napoles,For guitar (arr),Solo,,https://imslp.org/wiki/La_Cavalleria_de_Napoles_%28Sanz%2C_Gaspar%29,1,Apke
"La Cenerentola (Rossini, Gioachino)","Rossini, Gioachino",La Cenerentola,For guitar (arr),Solo,,https://imslp.org/wiki/La_Cenerentola_%28Rossini%2C_Gioachino%29,1,Giuliani
"La Chasse de Dussek pour la Guitarre à sept cordes (Aksyonov, Semyon)","Aksyonov, Semyon",La Chasse de Dussek pour la Guitarre à sept cordes,For guitar (arr),Solo,,https://imslp.org/wiki/La_Chasse_de_Dussek_pour_la_Guitarre_%C3%A0_sept_cordes_%28Aksyonov%2C_Semyon%29,0,
"La Christian, CS4, f.80v (Murcia, Santiago de)","Murcia, Santiago de","La Christian, CS4, f.80v",For guitar (arr),Solo,,https://imslp.org/wiki/La_Christian%2C_CS4%2C_f.80v_%28Murcia%2C_Santiago_de%29,1,Apke
"La Christina, Rda, f.86 (Murcia, Santiago de)","Murcia, Santiago de","La Christina, Rda, f.86",For guitar (arr),Solo,,https://imslp.org/wiki/La_Christina%2C_Rda%2C_f.86_%28Murcia%2C_Santiago_de%29,1,Smirnow
"La Claudia (Mortaro, Antonio)","Mortaro, Antonio",La Claudia,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Claudia_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Comaschina (Tresti, Flaminio)","Tresti, Flaminio",La Comaschina,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_Comaschina_%28Tresti%2C_Flaminio%29,1,2 Höger
"La Complaisante, H.109 (Bach, Carl Philipp Emanuel)","Bach, Carl Philipp Emanuel","La Complaisante, H.109",For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_Complaisante%2C_H.109_%28Bach%2C_Carl_Philipp_Emanuel%29,1,2 Höger
"La Cornela (Mortaro, Antonio)","Mortaro, Antonio",La Cornela,For 3 guitars (arr),Trio,Quartet,https://imslp.org/wiki/La_Cornela_%28Mortaro%2C_Antonio%29,2,3 Höger | 4 Höger
"La Corsa (Melangola, Roberto)","Melangola, Roberto",La Corsa,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Corsa_%28Melangola%2C_Roberto%29,1,4 Melangola
"La Cortese (Merulo, Claudio)","Merulo, Claudio",La Cortese,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Cortese_%28Merulo%2C_Claudio%29,1,4 Höger
"La Criolla (Del Valle, Adela)","Del Valle, Adela",La Criolla,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_Criolla_%28Del_Valle%2C_Adela%29,1,2 Marieh
"La Dagoldina (Mortaro, Antonio)","Mortaro, Antonio",La Dagoldina,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Dagoldina_%28Mortaro%2C_Antonio%29,1,4 Höger
"La Danse des Sylphes (Della-Tolla, Antoine)","Della-Tolla, Antoine",La Danse des Sylphes,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_Danse_des_Sylphes_%28Della-Tolla%2C_Antoine%29,1,2 Höger
"La Dauphine, RCT 12 (Rameau, Jean-Philippe)","Rameau, Jean-Philippe","La Dauphine, RCT 12",For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_Dauphine%2C_RCT_12_%28Rameau%2C_Jean-Philippe%29,1,2 Dikeman
"La Dessine, Rda, f.84 (Murcia, Santiago de)","Murcia, Santiago de","La Dessine, Rda, f.84",For guitar (arr),Solo,,https://imslp.org/wiki/La_Dessine%2C_Rda%2C_f.84_%28Murcia%2C_Santiago_de%29,1,Apke
"La Esfachata de Napoles (Sanz, Gaspar)","Sanz, Gaspar",La Esfachata de Napoles,For guitar (arr),Solo,,https://imslp.org/wiki/La_Esfachata_de_Napoles_%28Sanz%2C_Gaspar%29,1,Apke
"La Estudiantina (Cereceda, Guillermo)","Cereceda, Guillermo",La Estudiantina,For guitar (arr),Solo,,https://imslp.org/wiki/La_Estudiantina_%28Cereceda%2C_Guillermo%29,1,Cano
"La Fachinetta (Mortaro, Antonio)","Mortaro, Antonio",La Fachinetta,For 2 guitars (arr),Duo,Trio,https://imslp.org/wiki/La_Fachinetta_%28Mortaro%2C_Antonio%29,2,3 Höger | 2 Höger
"La Fenarola (Canale, Floriano)","Canale, Floriano",La Fenarola,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Fenarola_%28Canale%2C_Floriano%29,1,4 Höger
"La Furta (Canale, Floriano)","Canale, Floriano",La Furta,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Furta_%28Canale%2C_Floriano%29,1,4 Höger
"La Galluppa revista (Banchieri, Adriano)","Banchieri, Adriano",La Galluppa revista,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Galluppa_revista_%28Banchieri%2C_Adriano%29,1,4 Höger
"La Gambara (Canale, Floriano)","Canale, Floriano",La Gambara,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Gambara_%28Canale%2C_Floriano%29,1,4 Höger
"La Gitana No.6 (Diabelli, Anton)","Diabelli, Anton",La Gitana No.6,For guitar (arr),Solo,Duo,https://imslp.org/wiki/La_Gitana_No.6_%28Diabelli%2C_Anton%29,0,
"La Guamina (Banchieri, Adriano)","Banchieri, Adriano",La Guamina,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Guamina_%28Banchieri%2C_Adriano%29,1,4 Höger
"La Guastala, Rda, f.77 (Murcia, Santiago de)","Murcia, Santiago de","La Guastala, Rda, f.77",For guitar (arr),Solo,,https://imslp.org/wiki/La_Guastala%2C_Rda%2C_f.77_%28Murcia%2C_Santiago_de%29,1,Apke
"La Jelousie, Rda, f.83 (Murcia, Santiago de)","Murcia, Santiago de","La Jelousie, Rda, f.83",For guitar (arr),Solo,,https://imslp.org/wiki/La_Jelousie%2C_Rda%2C_f.83_%28Murcia%2C_Santiago_de%29,1,Smirnow
"La Leonora (Merulo, Claudio)","Merulo, Claudio",La Leonora,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Leonora_%28Merulo%2C_Claudio%29,1,4 Höger
"La Lombarda (Rognoni Taeggio, Giovanni Domenico)","Rognoni Taeggio, Giovanni Domenico",La Lombarda,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_Lombarda_%28Rognoni_Taeggio%2C_Giovanni_Domenico%29,1,2 Höger
"La Macarena (Oudrid, Cristóbal)","Oudrid, Cristóbal",La Macarena,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_Macarena_%28Oudrid%2C_Crist%C3%B3bal%29,0,
"La Madalena, Rda, f.69 (Murcia, Santiago de)","Murcia, Santiago de","La Madalena, Rda, f.69",For guitar (arr),Solo,,https://imslp.org/wiki/La_Madalena%2C_Rda%2C_f.69_%28Murcia%2C_Santiago_de%29,1,Smirnow
"La Maggia (Canale, Floriano)","Canale, Floriano",La Maggia,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Maggia_%28Canale%2C_Floriano%29,1,4 Höger
"La Malfatta (Mortaro, Antonio)","Mortaro, Antonio",La Malfatta,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Malfatta_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Maluezza (Mortaro, Antonio)","Mortaro, Antonio",La Maluezza,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Maluezza_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Marignanina, ms.40032, f.118v (Garsi da Parma, Santino)","Garsi da Parma, Santino","La Marignanina, ms.40032, f.118v",For guitar (arr),Solo,,https://imslp.org/wiki/La_Marignanina%2C_ms.40032%2C_f.118v_%28Garsi_da_Parma%2C_Santino%29,1,Apke
"La Marseillaise (Rouget de Lisle, Claude-Joseph)","Rouget de Lisle, Claude-Joseph",La Marseillaise,For guitar (arr),Solo,Guitar and Voice,https://imslp.org/wiki/La_Marseillaise_%28Rouget_de_Lisle%2C_Claude-Joseph%29,4,Blumer | Braun | Cimadevilla | Ferrer
"La Martinenga (Canale, Floriano)","Canale, Floriano",La Martinenga,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Martinenga_%28Canale%2C_Floriano%29,1,4 Höger
"La Mascarade R 10.04 (Visée, Robert de)","Visée, Robert de",La Mascarade R 10.04,For guitar (arr),Solo,,https://imslp.org/wiki/La_Mascarade_R_10.04_%28Vis%C3%A9e%2C_Robert_de%29,1,Hokin
"La Matelotte (Marais, Marin)","Marais, Marin",La Matelotte,For guitar (arr),Solo,,https://imslp.org/wiki/La_Matelotte_%28Marais%2C_Marin%29,1,Hokin
"La Mathalote, Rda, f.72 (Murcia, Santiago de)","Murcia, Santiago de","La Mathalote, Rda, f.72",For guitar (arr),Solo,,https://imslp.org/wiki/La_Mathalote%2C_Rda%2C_f.72_%28Murcia%2C_Santiago_de%29,1,Smirnow
"La Miñona de Cataluña (Sanz, Gaspar)","Sanz, Gaspar",La Miñona de Cataluña,For guitar (arr),Solo,,https://imslp.org/wiki/La_Mi%C3%B1ona_de_Catalu%C3%B1a_%28Sanz%2C_Gaspar%29,1,Apke
"La Montfermeil rondeau, R 10.02 (Visée, Robert de)","Visée, Robert de","La Montfermeil rondeau, R 10.02",For guitar (arr),Solo,,https://imslp.org/wiki/La_Montfermeil_rondeau%2C_R_10.02_%28Vis%C3%A9e%2C_Robert_de%29,1,Hokin
"La Montina (Mortaro, Antonio)","Mortaro, Antonio",La Montina,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Montina_%28Mortaro%2C_Antonio%29,1,4 Höger
"La Montléon (Campion, François)","Campion, François",La Montléon,For guitar (arr),Solo,,https://imslp.org/wiki/La_Montl%C3%A9on_%28Campion%2C_Fran%C3%A7ois%29,1,Marieh
"La Morona (Mortaro, Antonio)","Mortaro, Antonio",La Morona,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Morona_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Mortara (Mortaro, Antonio)","Mortaro, Antonio",La Mortara,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Mortara_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Nuvolina (Canale, Floriano)","Canale, Floriano",La Nuvolina,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Nuvolina_%28Canale%2C_Floriano%29,0,
"La Patuzza (Mortaro, Antonio)","Mortaro, Antonio",La Patuzza,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Patuzza_%28Mortaro%2C_Antonio%29,1,4 Höger
"La Pavana (Càrceres, Bartomeu)","Càrceres, Bartomeu",La Pavana,For guitar (arr),Solo,,https://imslp.org/wiki/La_Pavana_%28C%C3%A0rceres%2C_Bartomeu%29,1,Jovanic
"La Pazza (Merulo, Claudio)","Merulo, Claudio",La Pazza,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Pazza_%28Merulo%2C_Claudio%29,1,4 Höger
"La Pera (Mortaro, Antonio)","Mortaro, Antonio",La Pera,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Pera_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Polonoise, f.58 (Le Cocq, François)","Le Cocq, François","La Polonoise, f.58",For guitar (arr),Solo,,https://imslp.org/wiki/La_Polonoise%2C_f.58_%28Le_Cocq%2C_Fran%C3%A7ois%29,1,Smirnow
"La Polonoise, f.70 (Le Cocq, François)","Le Cocq, François","La Polonoise, f.70",For guitar (arr),Solo,,https://imslp.org/wiki/La_Polonoise%2C_f.70_%28Le_Cocq%2C_Fran%C3%A7ois%29,1,Smirnow
"La Pomponazza (Banchieri, Adriano)","Banchieri, Adriano",La Pomponazza,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Pomponazza_%28Banchieri%2C_Adriano%29,1,4 Höger
"La Porta (Canale, Floriano)","Canale, Floriano",La Porta,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Porta_%28Canale%2C_Floriano%29,0,
"La Portia (Mortaro, Antonio)","Mortaro, Antonio",La Portia,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Portia_%28Mortaro%2C_Antonio%29,1,4 Höger
"La Pozzobonella (Mortaro, Antonio)","Mortaro, Antonio",La Pozzobonella,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Pozzobonella_%28Mortaro%2C_Antonio%29,1,4 Höger
"La Princesse (Ballard II, Robert)","Ballard II, Robert",La Princesse,For guitar (arr),Solo,,https://imslp.org/wiki/La_Princesse_%28Ballard_II%2C_Robert%29,1,Marieh
"La Robbata (Canale, Floriano)","Canale, Floriano",La Robbata,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Robbata_%28Canale%2C_Floriano%29,1,4 Höger
"La Rosa (Merulo, Claudio)","Merulo, Claudio",La Rosa,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Rosa_%28Merulo%2C_Claudio%29,1,4 Höger
"La Réunion, Op.203 (Dancla, Charles)","Dancla, Charles","La Réunion, Op.203",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_R%C3%A9union%2C_Op.203_%28Dancla%2C_Charles%29,1,4 Höger
"La Saronna (Mortaro, Antonio)","Mortaro, Antonio",La Saronna,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Saronna_%28Mortaro%2C_Antonio%29,1,4 Höger
"La Solda (Canale, Floriano)","Canale, Floriano",La Solda,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Solda_%28Canale%2C_Floriano%29,0,
"La Souris (Le Roy, Adrien)","Le Roy, Adrien",La Souris,For guitar (arr),Solo,,https://imslp.org/wiki/La_Souris_%28Le_Roy%2C_Adrien%29,1,Depolo
"La Stella (Canale, Floriano)","Canale, Floriano",La Stella,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Stella_%28Canale%2C_Floriano%29,1,4 Höger
"La Súplica (Arévalo, Miguel Santiago)","Arévalo, Miguel Santiago",La Súplica,For guitar (arr),Solo,,https://imslp.org/wiki/La_S%C3%BAplica_%28Ar%C3%A9valo%2C_Miguel_Santiago%29,1,L. T. Romero
"La Tartine de beurre (Mozart, Wolfgang Amadeus)","Mozart, Wolfgang Amadeus",La Tartine de beurre,For guitar (arr),Solo,,https://imslp.org/wiki/La_Tartine_de_beurre_%28Mozart%2C_Wolfgang_Amadeus%29,1,Mourey
"La Tergnana (Mortaro, Antonio)","Mortaro, Antonio",La Tergnana,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Tergnana_%28Mortaro%2C_Antonio%29,1,3 Höger
"La Tia y La Sobrina, CS4, f.81 (Murcia, Santiago de)","Murcia, Santiago de","La Tia y La Sobrina, CS4, f.81",For guitar (arr),Solo,,https://imslp.org/wiki/La_Tia_y_La_Sobrina%2C_CS4%2C_f.81_%28Murcia%2C_Santiago_de%29,1,Apke
"La Traviata (Holland, Justin)","Holland, Justin",La Traviata,For guitar (arr),Solo,,https://imslp.org/wiki/La_Traviata_%28Holland%2C_Justin%29,0,
"La Ugona (Canale, Floriano)","Canale, Floriano",La Ugona,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_Ugona_%28Canale%2C_Floriano%29,1,4 Höger
"La Volte de Provence (Le Roy, Adrien)","Le Roy, Adrien",La Volte de Provence,For guitar (arr),Solo,,https://imslp.org/wiki/La_Volte_de_Provence_%28Le_Roy%2C_Adrien%29,2,Marieh | Apke
"La Zucchella (Mortaro, Antonio)","Mortaro, Antonio",La Zucchella,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_Zucchella_%28Mortaro%2C_Antonio%29,1,3 Höger
"La bague de ma mère (Marquerie, Auguste)","Marquerie, Auguste",La bague de ma mère,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_bague_de_ma_m%C3%A8re_%28Marquerie%2C_Auguste%29,0,
"La bayadère (Malibrán, María)","Malibrán, María",La bayadère,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_bayad%C3%A8re_%28Malibr%C3%A1n%2C_Mar%C3%ADa%29,0,
"La bayadère (Puget, Loïsa)","Puget, Loïsa",La bayadère,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_bayad%C3%A8re_%28Puget%2C_Lo%C3%AFsa%29,0,
"La belle Marjolaine (Arnaud, Étienne)","Arnaud, Étienne",La belle Marjolaine,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_belle_Marjolaine_%28Arnaud%2C_%C3%89tienne%29,0,
"La berrichonne (Adhémar, Abel d')","Adhémar, Abel d'",La berrichonne,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_berrichonne_%28Adh%C3%A9mar%2C_Abel_d%27%29,0,
"La bocca, onde l'asprissime (Monte, Philippe de)","Monte, Philippe de","La bocca, onde l'asprissime",For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_bocca%2C_onde_l%27asprissime_%28Monte%2C_Philippe_de%29,1,3 Höger
"La boîte aux agnus (Puget, Loïsa)","Puget, Loïsa",La boîte aux agnus,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_bo%C3%AEte_aux_agnus_%28Puget%2C_Lo%C3%AFsa%29,0,
"La brise du soir (Puget, Loïsa)","Puget, Loïsa",La brise du soir,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_brise_du_soir_%28Puget%2C_Lo%C3%AFsa%29,0,
"La brise folle (Berdalle de la Pommeraye, Victor)","Berdalle de la Pommeraye, Victor",La brise folle,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_brise_folle_%28Berdalle_de_la_Pommeraye%2C_Victor%29,0,
"La bénédiction d'un père (Puget, Loïsa)","Puget, Loïsa",La bénédiction d'un père,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_b%C3%A9n%C3%A9diction_d%27un_p%C3%A8re_%28Puget%2C_Lo%C3%AFsa%29,0,
"La cachoutcha (Pettoletti, Pietro)","Pettoletti, Pietro",La cachoutcha,For guitar (arr),Solo,,https://imslp.org/wiki/La_cachoutcha_%28Pettoletti%2C_Pietro%29,0,
"La canzon du Maure (Massip, Jules)","Massip, Jules",La canzon du Maure,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_canzon_du_Maure_%28Massip%2C_Jules%29,0,
"La captive (Monpou, Hippolyte)","Monpou, Hippolyte",La captive,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_captive_%28Monpou%2C_Hippolyte%29,0,
"La celeste (Ziehrer, Karl Michael)","Ziehrer, Karl Michael",La celeste,For guitar (arr),Solo,,https://imslp.org/wiki/La_celeste_%28Ziehrer%2C_Karl_Michael%29,1,Damas
"La chanson du charbonnier (Puget, Loïsa)","Puget, Loïsa",La chanson du charbonnier,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_chanson_du_charbonnier_%28Puget%2C_Lo%C3%AFsa%29,0,
"La chose impossible (Lhuillier, Edmond)","Lhuillier, Edmond",La chose impossible,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_chose_impossible_%28Lhuillier%2C_Edmond%29,0,
"La chremasca, Op.1 No.5 (Merula, Tarquinio)","Merula, Tarquinio","La chremasca, Op.1 No.5",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_chremasca%2C_Op.1_No.5_%28Merula%2C_Tarquinio%29,1,4 Höger
"La ciria, Op.1 No.6 (Merula, Tarquinio)","Merula, Tarquinio","La ciria, Op.1 No.6",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_ciria%2C_Op.1_No.6_%28Merula%2C_Tarquinio%29,1,4 Höger
"La clemenza di Tito, K.621 (Mozart, Wolfgang Amadeus)","Mozart, Wolfgang Amadeus","La clemenza di Tito, K.621",For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_clemenza_di_Tito%2C_K.621_%28Mozart%2C_Wolfgang_Amadeus%29,1,2 Giuliani
"La colasa (Yradier, Sebastián)","Yradier, Sebastián",La colasa,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_colasa_%28Yradier%2C_Sebasti%C3%A1n%29,0,
"La conga (Zabalza, Dámaso)","Zabalza, Dámaso",La conga,For guitar (arr),Solo,,https://imslp.org/wiki/La_conga_%28Zabalza%2C_D%C3%A1maso%29,1,Borrero
"La connais-tu? (Grisar, Albert)","Grisar, Albert",La connais-tu?,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_connais-tu%3F_%28Grisar%2C_Albert%29,0,
"La croix d'honneur (Lhuillier, Edmond)","Lhuillier, Edmond",La croix d'honneur,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_croix_d%27honneur_%28Lhuillier%2C_Edmond%29,0,
"La crèche (Puget, Loïsa)","Puget, Loïsa",La crèche,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_cr%C3%A8che_%28Puget%2C_Lo%C3%AFsa%29,0,
"La damnation de Faust, H 111 (Berlioz, Hector)","Berlioz, Hector","La damnation de Faust, H 111",For guitar (arr),Solo,,https://imslp.org/wiki/La_damnation_de_Faust%2C_H_111_%28Berlioz%2C_Hector%29,1,Tárrega
"La donna é mobile (Robres, Lázaro Núñez)","Robres, Lázaro Núñez",La donna é mobile,For guitar (arr),Solo,,https://imslp.org/wiki/La_donna_%C3%A9_mobile_%28Robres%2C_L%C3%A1zaro_N%C3%BA%C3%B1ez%29,1,Borrero
"La feliciana (Banchieri, Adriano)","Banchieri, Adriano",La feliciana,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_feliciana_%28Banchieri%2C_Adriano%29,1,2 Höger
"La fiancée (Auber, Daniel François Esprit)","Auber, Daniel François Esprit",La fiancée,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_fianc%C3%A9e_%28Auber%2C_Daniel_Fran%C3%A7ois_Esprit%29,0,
"La fiancée de Chambéry (Puget, Loïsa)","Puget, Loïsa",La fiancée de Chambéry,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_fianc%C3%A9e_de_Chamb%C3%A9ry_%28Puget%2C_Lo%C3%AFsa%29,0,
"La fidèle (Puget, Loïsa)","Puget, Loïsa",La fidèle,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_fid%C3%A8le_%28Puget%2C_Lo%C3%AFsa%29,0,
"La filadora (Llobet, Miguel)","Llobet, Miguel",La filadora,For guitar (arr),Solo,,https://imslp.org/wiki/La_filadora_%28Llobet%2C_Miguel%29,0,
"La filla del marxant (Llobet, Miguel)","Llobet, Miguel",La filla del marxant,For guitar (arr),Solo,,https://imslp.org/wiki/La_filla_del_marxant_%28Llobet%2C_Miguel%29,0,
"La fille du régiment (Holland, Justin)","Holland, Justin",La fille du régiment,For guitar (arr),Solo,,https://imslp.org/wiki/La_fille_du_r%C3%A9giment_%28Holland%2C_Justin%29,0,
"La folie du 19e siècle (Doisy, Charles)","Doisy, Charles",La folie du 19e siècle,For guitar (arr),Solo,,https://imslp.org/wiki/La_folie_du_19e_si%C3%A8cle_%28Doisy%2C_Charles%29,0,
"La gallina ciega (Fernández Caballero, Manuel)","Fernández Caballero, Manuel",La gallina ciega,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_gallina_ciega_%28Fern%C3%A1ndez_Caballero%2C_Manuel%29,0,
"La gazza ladra (Rossini, Gioachino)","Rossini, Gioachino",La gazza ladra,For guitar (arr),Solo,Duo,https://imslp.org/wiki/La_gazza_ladra_%28Rossini%2C_Gioachino%29,4,Diabelli | 2 Diabelli | 2 Giuliani | Carpentras
"La ghirardella, Op.1 No.1 (Merula, Tarquinio)","Merula, Tarquinio","La ghirardella, Op.1 No.1",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_ghirardella%2C_Op.1_No.1_%28Merula%2C_Tarquinio%29,1,4 Höger
"La golondrina (Serradell, Narciso)","Serradell, Narciso",La golondrina,For guitar (arr),Solo,,https://imslp.org/wiki/La_golondrina_%28Serradell%2C_Narciso%29,1,Barker of Boston
"La gran vía (Chueca, Federico)","Chueca, Federico",La gran vía,For guitar (arr),Solo,,https://imslp.org/wiki/La_gran_v%C3%ADa_%28Chueca%2C_Federico%29,2,Cimadevilla | Tárrega
"La grand' amour (Monte, Philippe de)","Monte, Philippe de",La grand' amour,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_grand%27_amour_%28Monte%2C_Philippe_de%29,1,2 Höger
"La grande-duchesse de Gérolstein (Offenbach, Jacques)","Offenbach, Jacques",La grande-duchesse de Gérolstein,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_grande-duchesse_de_G%C3%A9rolstein_%28Offenbach%2C_Jacques%29,0,
"La guasona y La esmeralda (Damas, Tomás)","Damas, Tomás",La guasona y La esmeralda,For guitar (arr),Solo,,https://imslp.org/wiki/La_guasona_y_La_esmeralda_%28Damas%2C_Tom%C3%A1s%29,0,
"La livia, Op.1 No.8 (Merula, Tarquinio)","Merula, Tarquinio","La livia, Op.1 No.8",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_livia%2C_Op.1_No.8_%28Merula%2C_Tarquinio%29,1,4 Höger
"La lusignuola, Op.1 No.2 (Merula, Tarquinio)","Merula, Tarquinio","La lusignuola, Op.1 No.2",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_lusignuola%2C_Op.1_No.2_%28Merula%2C_Tarquinio%29,1,4 Höger
"La magdalena. Basse dance, 18bd, f.1v (Blondeau, Pierre)","Blondeau, Pierre","La magdalena. Basse dance, 18bd, f.1v",For guitar (arr),Solo,,https://imslp.org/wiki/La_magdalena._Basse_dance%2C_18bd%2C_f.1v_%28Blondeau%2C_Pierre%29,1,Apke
"La marcha, Op.1 No.7 (Merula, Tarquinio)","Merula, Tarquinio","La marcha, Op.1 No.7",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_marcha%2C_Op.1_No.7_%28Merula%2C_Tarquinio%29,1,4 Höger
"La merula, Op.1 No.4 (Merula, Tarquinio)","Merula, Tarquinio","La merula, Op.1 No.4",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_merula%2C_Op.1_No.4_%28Merula%2C_Tarquinio%29,1,4 Höger
"La monteverde, Op.1 No.9 (Merula, Tarquinio)","Merula, Tarquinio","La monteverde, Op.1 No.9",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_monteverde%2C_Op.1_No.9_%28Merula%2C_Tarquinio%29,1,4 Höger
"La mora (Spinacino, Francesco)","Spinacino, Francesco",La mora,For guitar (arr),Solo,,https://imslp.org/wiki/La_mora_%28Spinacino%2C_Francesco%29,1,Gürtler
"La muette de Portici (Auber, Daniel François Esprit)","Auber, Daniel François Esprit",La muette de Portici,For guitar (arr),Solo,Duo,https://imslp.org/wiki/La_muette_de_Portici_%28Auber%2C_Daniel_Fran%C3%A7ois_Esprit%29,1,2 Sagrini
"La nit de Nadal (Llobet, Miguel)","Llobet, Miguel",La nit de Nadal,For guitar (arr),Solo,,https://imslp.org/wiki/La_nit_de_Nadal_%28Llobet%2C_Miguel%29,0,
